tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,20,202470,,,Annika Beck,R,170,GER,18.9,201468,28,,Yaroslava Shvedova,R,180,KAZ,25.3,6-2 6-7(7) 6-3,3,R128,,2,5,111,81,44,10,,5,12,0,6,107,73,35,10,,8,19,71,868,28,1583
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,21,201518,20,,Yanina Wickmayer,R,182,BEL,23.2,201457,,WC,Jarmila Gajdosova,R,174,AUS,25.7,6-1 7-5,3,R128,,,,,,,,,,,,,,,,,,,,24,1680,166,400
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,22,202450,,,Jana Cepelova,R,168,SVK,19.6,201086,,Q,Greta Arn,R,180,HUN,33.7,6-2 6-2,3,R128,,0,0,47,35,29,5,,1,1,3,3,52,22,15,10,,1,5,115,602,114,605
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,23,201397,,,Shuai Peng,R,173,CHN,27.0,201606,,,Rebecca Marino,R,183,CAN,22.0,6-3 6-0,3,R128,,3,3,53,34,28,10,,1,1,2,4,40,21,12,5,,1,5,32,1450,426,84
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,24,201373,14,,Maria Kirilenko,R,173,RUS,25.9,201447,,,Vania King,R,165,USA,23.8,6-4 6-2,3,R128,,1,2,50,32,22,11,,1,3,1,2,53,33,16,9,,6,11,15,2570,76,820
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,25,200617,,,Kimiko Date Krumm,R,163,JPN,42.2,200069,12,,Nadia Petrova,R,178,RUS,30.6,6-2 6-0,3,R128,,1,2,51,38,26,6,,4,5,3,3,48,29,12,6,,5,11,100,675,12,3040
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,26,201424,,,Shahar Peer,R,170,ISR,25.7,201668,,,Alexandra Panova,R,179,RUS,23.8,6-4 1-6 6-3,3,R128,,0,6,83,50,29,11,,8,14,2,3,92,65,37,12,,12,18,90,722,93,711
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,27,201587,,,Bojana Jovanovski,R,175,SRB,21.0,201640,,,Maria Teresa Torro Flor,R,173,ESP,20.7,2-6 6-4 6-3,3,R128,,,,,,,,,,,,,,,,,,,,56,1095,96,694
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,28,201425,17,,Lucie Safarova,L,177,CZE,25.9,200002,,,Mirjana Lucic,R,181,CRO,30.8,7-6(4) 6-4,3,R128,,,,,,,,,,,,,,,,,,,,17,2065,108,638
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,29,201585,29,,Sloane Stephens,R,170,USA,19.8,201594,,,Simona Halep,R,168,ROU,21.3,6-1 6-1,3,R128,,3,4,42,25,21,8,,0,1,0,1,38,23,9,2,,3,9,25,1666,45,1210
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,30,201540,,,Kristina Mladenovic,R,184,FRA,19.6,201693,,,Timea Babos,R,179,HUN,19.6,6-3 4-6 11-9,3,R128,,6,6,129,70,49,33,,7,11,15,4,130,81,55,21,,8,14,98,683,73,853
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,31,201573,,,Laura Robson,L,180,GBR,18.9,201528,,,Melanie Oudin,R,168,USA,21.3,6-2 6-3,3,R128,,11,4,52,31,23,11,,1,2,3,3,66,44,27,6,,5,10,53,1153,84,772
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,32,201520,8,,Petra Kvitova,L,183,CZE,22.8,201212,,,Francesca Schiavone,R,166,ITA,32.5,6-4 2-6 6-2,3,R128,,3,9,78,52,34,11,,6,10,3,7,90,41,27,22,,10,15,8,5085,48,1178
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,33,201419,6,,Na Li,R,172,CHN,30.8,201402,,,Sesil Karatantcheva,R,171,KAZ,23.4,6-1 6-3,3,R128,,1,1,57,35,26,13,,4,4,1,6,61,31,21,9,,4,8,6,5135,113,610
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,34,201501,,,Olga Govortsova,R,182,BLR,24.3,201426,,,Pauline Parmentier,R,175,FRA,26.9,2-6 6-3 6-2,3,R128,,0,3,71,48,30,13,,0,3,3,5,76,54,33,8,,1,6,58,1074,67,950
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,35,201697,,,Kristyna Pliskova,L,184,CZE,20.8,201678,,WC,Sacha Jones,R,,AUS,22.1,6-3 6-2,3,R128,,3,0,50,32,25,14,,2,2,3,6,72,45,26,12,,7,10,106,654,183,340
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,36,201514,27,,Sorana Cirstea,R,176,ROU,22.7,201535,,,Coco Vandeweghe,R,185,USA,21.1,6-4 6-2,3,R128,,0,1,55,25,17,21,,4,5,1,2,49,27,13,13,,2,6,29,1565,99,681
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,37,201504,18,,Julia Goerges,R,180,GER,24.1,201371,,Q,Vera Dushevina,R,180,RUS,26.2,7-5 2-6 6-4,3,R128,,7,7,105,55,40,21,,8,12,4,4,78,46,33,14,,3,7,18,1965,147,461
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,38,201472,,,Romina Oprandi,R,172,SUI,26.7,201450,,,Tsvetana Pironkova,R,180,BUL,25.3,4-6 7-5 6-2,3,R128,,2,5,98,60,35,18,,3,9,5,3,102,64,32,17,,7,15,61,1021,37,1380
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,39,201386,,,Jie Zheng,R,164,CHN,29.5,202508,,WC,Yuxuan Zhang,R,179,CHN,18.4,6-1 3-6 6-4,3,R128,,1,5,81,54,28,11,,6,12,0,5,68,49,28,4,,4,12,40,1365,356,118
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,40,201325,9,,Samantha Stosur,R,172,AUS,28.7,201578,,,Kai Chen Chang,R,167,TPE,22.0,7-6(3) 6-3,3,R128,,2,4,67,36,25,13,,3,7,1,8,82,51,29,10,,5,11,9,4135,86,766
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,41,201421,13,,Ana Ivanovic,R,184,SRB,25.1,201349,,,Melinda Czink,L,178,HUN,30.2,6-2 6-1,3,R128,,3,2,49,33,27,5,,0,1,4,3,52,35,20,2,,7,12,13,2841,97,687
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,42,201442,,Q,Yung Jan Chan,R,170,TPE,23.4,201290,,,Daniela Hantuchova,R,181,SVK,29.7,6-1 1-6 6-1,3,R128,,0,5,89,59,37,17,,8,10,1,1,63,41,26,9,,3,7,118,582,44,1220
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,43,201646,,Q,Maria Joao Koehler,U,174,POR,20.2,201498,,Q,Karin Knapp,R,180,ITA,25.5,3-6 6-3 6-3,3,R128,,0,13,87,48,31,13,,6,12,2,6,104,57,36,14,,10,18,129,546,124,573
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,44,201347,22,,Jelena Jankovic,R,177,SRB,27.8,201596,,,Johanna Larsson,R,174,SWE,24.4,6-2 6-2,3,R128,,,,,,,,,,,,,,,,,,,,21,1751,69,900
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,45,201584,,,Ksenia Pervak,L,170,KAZ,21.6,201621,32,,Mona Barthel,R,185,GER,22.5,7-5 2-6 6-4,3,R128,,0,6,97,68,43,11,,8,13,1,6,100,55,35,22,,7,12,82,791,38,1380
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,46,201586,,,Heather Watson,R,170,GBR,20.6,202456,,,Alexandra Cadantu Ignatik,R,170,ROU,22.7,2-6 6-3 6-2,3,R128,,4,4,87,50,32,18,,8,13,1,4,81,51,29,12,,9,15,50,1171,91,718
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,47,201593,,,Irina Camelia Begu,R,181,ROU,22.3,201551,,,Arantxa Rus,L,180,NED,22.0,6-4 6-2,3,R128,,3,7,74,49,33,6,,11,14,0,14,56,30,15,9,,0,6,55,1130,70,871
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,48,201474,4,,Agnieszka Radwanska,R,170,POL,23.8,202459,,WC,Bojana Bobusic,R,170,AUS,25.2,7-5 6-0,3,R128,,3,0,43,30,19,10,,0,3,2,1,64,51,23,3,,9,16,4,7750,307,152
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,49,201493,5,,Angelique Kerber,L,173,GER,24.9,202494,,,Elina Svitolina,R,174,UKR,18.3,6-2 6-4,3,R128,,2,1,67,49,31,8,,4,6,1,3,59,31,15,14,,2,7,5,5575,127,558
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,50,201556,,,Lucie Hradecka,R,177,CZE,27.6,202428,,,Kiki Bertens,R,182,NED,21.0,6-2 7-6(8),3,R128,,2,5,94,52,35,21,,11,13,6,4,69,44,32,8,,3,7,51,1162,60,1025
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,51,201619,,WC,Madison Keys,R,178,USA,17.9,201348,,,Casey Dellacqua,L,165,AUS,27.9,6-4 7-6(0),3,R128,,7,2,75,38,29,16,,5,8,2,0,73,52,29,11,,4,8,105,656,102,662
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,52,201481,30,,Tamira Paszek,R,165,AUT,22.1,201527,,,Stefanie Voegele,R,170,SUI,22.8,4-6 6-4 7-5,3,R128,,4,5,109,73,43,15,,13,20,3,3,122,63,37,24,,12,20,30,1523,89,732
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,53,201505,19,,Kate Makarova,L,178,RUS,24.6,201547,,Q,Michelle Larcher De Brito,R,165,POR,19.9,6-2 7-5,3,R128,,1,1,67,36,18,15,,5,10,0,5,57,38,17,4,,3,11,19,1881,131,537
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,54,200773,,,Stephanie Foretz Gacon,R,166,FRA,31.7,202429,,,Camila Giorgi,R,168,ITA,21.0,6-2 6-3,3,R128,,3,4,51,26,13,16,,1,3,2,16,62,32,21,8,,7,13,101,673,74,842
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,55,201570,,Q,Vesna Dolonc,R,170,SRB,23.4,201542,,WC,Olivia Rogowska,R,175,AUS,21.6,5-7 7-5 8-6,3,R128,,,,,,,,,,,,,,,,,,,,120,582,117,590
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,56,201294,11,,Marion Bartoli,R,170,FRA,28.2,201286,,,Anabel Medina Garrigues,R,169,ESP,30.4,6-2 6-4,3,R128,,6,11,77,46,34,12,,8,10,1,1,51,32,18,5,,3,8,11,3740,52,1160
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,57,201495,15,,Dominika Cibulkova,R,161,SVK,23.6,202458,,WC,Ashleigh Barty,R,166,AUS,16.7,3-6 6-0 6-1,3,R128,,1,3,77,55,38,11,,6,8,2,6,83,40,25,15,,9,15,14,2695,174,369
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,58,202443,,Q,Valeria Savinykh,R,167,RUS,21.9,201605,,,Mandy Minella,R,180,LUX,27.1,7-6(4) 6-1,3,R128,,2,2,52,32,24,11,,1,3,3,0,71,44,22,14,,3,8,159,419,78,815
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,59,201465,,,Kirsten Flipkens,R,165,BEL,27.0,201690,,,Nina Bratchikova,R,178,RUS,27.5,6-4 6-3,3,R128,,5,2,49,26,22,14,,0,1,1,1,64,42,27,10,,7,11,43,1268,87,748
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,60,201344,23,,Klara Koukalova,R,166,CZE,30.8,201541,,,Chanelle Scheepers,R,176,RSA,28.8,6-1 6-2,3,R128,,,,,,,,,,,,,,,,,,,,22,1705,65,995
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,61,200748,25,,Venus Williams,R,185,USA,32.5,201448,,,Galina Voskoboeva,R,183,KAZ,28.0,6-1 6-0,3,R128,,2,2,43,30,23,6,,4,4,1,4,50,29,15,5,,5,11,26,1650,80,796
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,62,201427,,,Alize Cornet,R,173,FRA,22.9,201523,,,Marina Erakovic,R,174,NZL,24.8,7-5 6-7(3) 10-8,3,R128,,1,8,122,76,44,25,,3,11,1,17,140,84,58,16,,12,22,41,1325,68,940
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,63,201595,,,Misaki Doi,L,159,JPN,21.7,201549,,,Petra Martic,R,181,CRO,21.9,6-3 6-4,3,R128,,2,3,47,30,22,7,,2,5,2,6,71,37,23,10,,2,8,92,711,62,1016
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,64,201345,2,,Maria Sharapova,R,188,RUS,25.7,201479,,,Olga Puchkova,R,180,RUS,25.3,6-0 6-0,3,R128,,6,3,41,28,22,6,,2,2,0,2,36,22,6,4,,3,9,2,10045,107,646
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,65,201458,1,,Victoria Azarenka,R,180,BLR,23.4,201305,,,Eleni Daniilidou,R,182,GRE,30.3,6-1 6-0,3,R64,,2,2,39,30,25,4,,3,3,0,5,37,20,11,3,,3,8,1,10325,94,701
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,66,201600,,,Jamie Hampton,R,173,USA,23.0,202503,,Q,Luksika Kumkhum,R,167,THA,19.4,6-1 6-2,3,R64,,1,2,51,32,25,7,,4,6,1,6,44,24,9,8,,2,8,63,998,201,300
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,67,201455,,,Elena Vesnina,R,176,RUS,26.4,201478,21,,Varvara Lepchenko,L,180,USA,26.6,6-4 6-2,3,R64,,1,1,74,50,35,11,,7,8,2,6,63,36,24,8,,4,8,47,1181,20,1835
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,68,201311,16,,Roberta Vinci,R,163,ITA,29.9,201454,,Q,Akgul Amanmuradova,R,190,UZB,28.5,6-3 6-2,3,R64,,7,0,48,26,23,14,,0,0,2,1,57,34,18,12,,2,5,16,2525,199,302
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,69,201496,10,,Caroline Wozniacki,R,177,DEN,22.5,202499,,,Donna Vekic,R,179,CRO,16.5,6-1 6-4,3,R64,,3,2,61,37,26,12,,7,9,2,4,39,18,10,8,,2,7,10,3765,111,620
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,70,201615,,Q,Lesia Tsurenko,R,174,UKR,23.6,201611,,Q,Daria Saville,R,166,AUS,18.8,7-5 6-3,3,R64,,0,6,64,42,25,9,,3,7,2,10,100,55,31,16,,14,21,85,769,223,265
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,71,201320,,,Svetlana Kuznetsova,R,174,RUS,27.5,201444,26,,Su Wei Hsieh,R,169,TPE,27.0,6-2 6-1,3,R64,,7,0,34,21,16,9,,0,1,1,4,58,34,19,6,,3,9,75,833,27,1636
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,72,201521,,,Carla Suarez Navarro,R,162,ESP,24.3,201709,,,Yulia Putintseva,R,163,KAZ,18.0,1-6 7-6(5) 6-2,3,R64,,1,2,90,65,39,11,,4,9,2,7,106,58,36,18,,6,11,33,1450,122,578
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,73,200033,3,,Serena Williams,R,175,USA,31.3,202469,,,Garbine Muguruza,R,182,ESP,19.2,6-2 6-0,3,R64,,10,1,37,25,21,8,,1,1,3,4,74,34,15,18,,6,11,3,9750,112,619
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,74,201503,,,Ayumi Morita,R,163,JPN,22.8,202470,,,Annika Beck,R,170,GER,18.9,6-2 6-0,3,R64,,4,1,55,38,26,10,,5,5,0,5,60,37,17,9,,4,9,72,853,71,868
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,75,201518,20,,Yanina Wickmayer,R,182,BEL,23.2,202450,,,Jana Cepelova,R,168,SVK,19.6,7-6(8) 7-5,3,R64,,3,3,97,65,44,17,,5,7,3,1,81,51,33,17,,4,7,24,1680,115,602
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,76,201373,14,,Maria Kirilenko,R,173,RUS,25.9,201397,,,Shuai Peng,R,173,CHN,27.0,7-5 6-2,3,R64,,4,1,66,35,28,17,,4,4,2,1,69,49,29,10,,4,7,15,2570,32,1450
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,77,200617,,,Kimiko Date Krumm,R,163,JPN,42.2,201424,,,Shahar Peer,R,170,ISR,25.7,6-2 7-5,3,R64,,1,2,72,53,25,11,,8,13,1,2,68,40,17,11,,7,15,100,675,90,722
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,78,201587,,,Bojana Jovanovski,R,175,SRB,21.0,201425,17,,Lucie Safarova,L,177,CZE,25.9,7-5 7-5,3,R64,,3,4,80,48,34,19,,4,6,6,6,80,50,33,11,,5,9,56,1095,17,2065
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,79,201585,29,,Sloane Stephens,R,170,USA,19.8,201540,,,Kristina Mladenovic,R,184,FRA,19.6,6-4 6-3,3,R64,,3,5,62,35,24,15,,1,3,3,3,61,35,23,9,,1,5,25,1666,98,683
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,80,201573,,,Laura Robson,L,180,GBR,18.9,201520,8,,Petra Kvitova,L,183,CZE,22.8,2-6 6-3 11-9,3,R64,,8,12,117,62,44,19,,5,12,18,18,142,80,55,22,,11,18,53,1153,8,5085
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,81,201419,6,,Na Li,R,172,CHN,30.8,201501,,,Olga Govortsova,R,182,BLR,24.3,6-2 7-5,3,R64,,4,2,68,50,33,9,,8,10,0,5,51,28,14,10,,1,6,6,5135,58,1074
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,82,201514,27,,Sorana Cirstea,R,176,ROU,22.7,201697,,,Kristyna Pliskova,L,184,CZE,20.8,1-6 6-3 6-2,3,R64,,5,5,87,49,34,17,,5,8,6,2,65,35,22,15,,1,5,29,1565,106,654
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,83,201504,18,,Julia Goerges,R,180,GER,24.1,201472,,,Romina Oprandi,R,172,SUI,26.7,6-3 6-2,3,R64,,7,1,49,30,24,14,,1,1,0,2,60,35,19,13,,3,6,18,1965,61,1021
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,84,201386,,,Jie Zheng,R,164,CHN,29.5,201325,9,,Samantha Stosur,R,172,AUS,28.7,6-4 1-6 7-5,3,R64,,0,6,103,60,33,21,,5,11,2,9,102,71,45,9,,9,15,40,1365,9,4135
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,85,201421,13,,Ana Ivanovic,R,184,SRB,25.1,201442,,Q,Yung Jan Chan,R,170,TPE,23.4,7-5 1-6 6-4,3,R64,,8,8,92,51,34,16,,4,10,0,5,110,80,45,15,,6,11,13,2841,118,582
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,86,201347,22,,Jelena Jankovic,R,177,SRB,27.8,201646,,Q,Maria Joao Koehler,U,174,POR,20.2,2-6 7-6(5) 6-2,3,R64,,6,6,81,49,37,14,,6,10,3,11,119,75,48,17,,11,15,21,1751,129,546
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,87,201586,,,Heather Watson,R,170,GBR,20.6,201584,,,Ksenia Pervak,L,170,KAZ,21.6,4-6 7-6(7) 6-2,3,R64,,6,3,107,70,43,20,,7,11,1,3,105,79,46,12,,4,9,50,1171,82,791
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,88,201474,4,,Agnieszka Radwanska,R,170,POL,23.8,201593,,,Irina Camelia Begu,R,181,ROU,22.3,6-3 6-3,3,R64,,1,3,52,32,22,10,,3,6,2,4,62,38,19,9,,6,12,4,7750,55,1130
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,89,201493,5,,Angelique Kerber,L,173,GER,24.9,201556,,,Lucie Hradecka,R,177,CZE,27.6,6-3 6-1,3,R64,,1,3,50,33,20,11,,5,7,1,3,66,38,19,9,,9,15,5,5575,51,1162
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,90,201619,,WC,Madison Keys,R,178,USA,17.9,201481,30,,Tamira Paszek,R,165,AUT,22.1,6-2 6-1,3,R64,,6,2,45,22,19,15,,3,3,0,4,42,28,14,5,,3,7,105,656,30,1523
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,91,201505,19,,Kate Makarova,L,178,RUS,24.6,200773,,,Stephanie Foretz Gacon,R,166,FRA,31.7,6-3 6-3,3,R64,,3,3,57,30,20,13,,3,6,2,2,50,26,13,6,,3,9,19,1881,101,673
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,92,201294,11,,Marion Bartoli,R,170,FRA,28.2,201570,,Q,Vesna Dolonc,R,170,SRB,23.4,7-5 6-0,3,R64,,,,,,,,,,,,,,,,,,,,11,3740,120,582
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,93,202443,,Q,Valeria Savinykh,R,167,RUS,21.9,201495,15,,Dominika Cibulkova,R,161,SVK,23.6,7-6(6) 6-4,3,R64,,2,2,88,63,37,10,,5,10,0,7,83,51,31,11,,7,13,159,419,14,2695
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,94,201465,,,Kirsten Flipkens,R,165,BEL,27.0,201344,23,,Klara Koukalova,R,166,CZE,30.8,6-1 6-0,3,R64,,,,,,,,,,,,,,,,,,,,43,1268,22,1705
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,95,200748,25,,Venus Williams,R,185,USA,32.5,201427,,,Alize Cornet,R,173,FRA,22.9,6-3 6-3,3,R64,,1,6,54,29,20,14,,5,7,0,2,51,30,17,8,,1,6,26,1650,41,1325
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,96,201345,2,,Maria Sharapova,R,188,RUS,25.7,201595,,,Misaki Doi,L,159,JPN,21.7,6-0 6-0,3,R64,,2,1,31,19,17,7,,0,0,0,5,32,14,4,4,,3,9,2,10045,92,711
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,97,201458,1,,Victoria Azarenka,R,180,BLR,23.4,201600,,,Jamie Hampton,R,173,USA,23.0,6-4 4-6 6-2,3,R32,,1,6,91,64,38,13,,11,16,3,3,96,63,38,9,,6,13,1,10325,63,998
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,98,201455,,,Elena Vesnina,R,176,RUS,26.4,201311,16,,Roberta Vinci,R,163,ITA,29.9,4-6 7-6(4) 6-4,3,R32,,4,3,109,68,47,20,,8,12,2,5,96,62,44,16,,4,8,47,1181,16,2525
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,99,201496,10,,Caroline Wozniacki,R,177,DEN,22.5,201615,,Q,Lesia Tsurenko,R,174,UKR,23.6,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,10,3765,85,769
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,100,201320,,,Svetlana Kuznetsova,R,174,RUS,27.5,201521,,,Carla Suarez Navarro,R,162,ESP,24.3,6-2 4-6 6-3,3,R32,,3,1,89,62,37,14,,6,11,3,4,104,64,33,17,,8,15,75,833,33,1450
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,101,200033,3,,Serena Williams,R,175,USA,31.3,201503,,,Ayumi Morita,R,163,JPN,22.8,6-1 6-3,3,R32,,9,3,48,32,28,5,,2,3,0,3,50,27,13,8,,3,8,3,9750,72,853
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,102,201373,14,,Maria Kirilenko,R,173,RUS,25.9,201518,20,,Yanina Wickmayer,R,182,BEL,23.2,7-6(4) 6-3,3,R32,,1,5,67,43,29,12,,3,6,1,3,78,47,29,12,,4,8,15,2570,24,1680
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,103,201587,,,Bojana Jovanovski,R,175,SRB,21.0,200617,,,Kimiko Date Krumm,R,163,JPN,42.2,6-2 7-6(3),3,R32,,1,3,94,61,29,18,,11,16,0,0,64,48,18,6,,3,10,56,1095,100,675
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,104,201585,29,,Sloane Stephens,R,170,USA,19.8,201573,,,Laura Robson,L,180,GBR,18.9,7-5 6-3,3,R32,,3,4,74,40,25,20,,2,4,0,2,82,55,35,8,,7,11,25,1666,53,1153
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,105,201419,6,,Na Li,R,172,CHN,30.8,201514,27,,Sorana Cirstea,R,176,ROU,22.7,6-4 6-1,3,R32,,1,6,54,32,21,8,,3,6,1,3,50,27,10,8,,3,10,6,5135,29,1565
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,106,201504,18,,Julia Goerges,R,180,GER,24.1,201386,,,Jie Zheng,R,164,CHN,29.5,6-3 1-6 7-5,3,R32,,7,2,87,46,32,21,,2,6,0,5,80,57,39,8,,1,5,18,1965,40,1365
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,107,201421,13,,Ana Ivanovic,R,184,SRB,25.1,201347,22,,Jelena Jankovic,R,177,SRB,27.8,7-5 6-3,3,R32,,3,3,61,39,28,10,,6,8,1,3,64,40,23,12,,4,9,13,2841,21,1751
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,108,201474,4,,Agnieszka Radwanska,R,170,POL,23.8,201586,,,Heather Watson,R,170,GBR,20.6,6-3 6-1,3,R32,,5,0,54,35,22,13,,7,8,1,2,41,21,11,7,,3,8,4,7750,50,1171
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,109,201493,5,,Angelique Kerber,L,173,GER,24.9,201619,,WC,Madison Keys,R,178,USA,17.9,6-2 7-5,3,R32,,0,1,70,41,25,17,,9,11,4,1,61,32,18,12,,9,14,5,5575,105,656
2013-W-SL-AUS-01A-2013,Australian Open,Hard,128,G,20130114,110,201505,19,,Kate Makarova,L,178,RUS,24.6,201294,11,,Marion Bartoli,R,170,FRA,28.2,6-7(4) 6-3 6-4,3,R32,,6,1,106,64,39,19,,7,13,3,13,104,64,37,12,,5,14,19,1881,11,3740
